row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,A1.mzML Peak area,A2.mzML Peak area,A3.mzML Peak area,A4.mzML Peak area,A5.mzML Peak area,A6.mzML Peak area,A7.mzML Peak area,A8.mzML Peak area,A9.mzML Peak area,A10.mzML Peak area,A11.mzML Peak area,A12.mzML Peak area,A13.mzML Peak area,A14.mzML Peak area,A15.mzML Peak area,A16.mzML Peak area,A17.mzML Peak area,A18.mzML Peak area,pooled_QC_1.mzML Peak area
4931,307.1756549,2.2831464,,,,,,,,,,,16959.457,5834.12935,10177.737,57574.952,192798.15,156904.26,0,0,11190.412,490400.11,0,7974.2239,3280.50255,285083.63,7084.5342,0,0,0,75614.67
15571,307.1898004,6.0295296,,,,1563,,,,,,,88439.93,75593.605,70824.0785,746.30375,8160.264,23696.6955,1159.83775,657.21935,12245.3605,38237.855,2029.7127,20788.732,148247.335,431554.005,435014.33,4546.5416,3937.2037,2914.51475,91795.365
15386,307.1899053,5.9575286,,,,1563,,,,,,,91417.758,127881.47,77254.8035,5195.30005,27731.575,16892.527,884.18275,447.7586,29450.622,12435.3495,1780.1573,23177.901,148247.335,117103.2875,413735.53,3493.575665,4585.02955,2914.51475,61594.278
14092,307.1901839,5.3117547,,,,1592,,,,,,,88792.795,141723.22,98642.53,17190.6115,54680.0935,81172.815,1613.576885,131.487095,20809.2205,33458.846,2017.49825,37557.98,451946.875,237822.005,277120.485,3893.7223,2360.99715,2925.18925,71315.09
12416,307.1904424,4.712844,,,,1483,,,,,,,88803.165,139491.555,60337.367,2325.19855,18228.874,12744.525,2406.2716,133.50769,32243.879,51949.525,2159.5222,44762.709,494852.11,327162.615,419767.875,3094.8729,495.978605,3100.23465,140743.625
27899,307.2118822,9.630726,,,,,,,,,,,13634.6345,3901.936,3066.3395,12516.555,5438.746,8867.311,25637.2365,26273.27,11660.854,33899.5745,60326.558,27748.461,22036.182,20743.564,18326.3085,40942.935,56543.721,56928.935,13465.002
15661,307.226568,6.06963,,,,1096,,,,,,,52553.2305,54433.9575,32640.016,0,0,0,999.68675,0,11500.17925,3113.73875,0,5005.22945,258038.02,198046.89,148206.61,0,0,0,109336.985
18322,307.2265984,6.997681,,,,265,,,,,,,118042.16,159842.975,81095.51,0,0,4188.49425,1580.8791,131.33151,29006.1035,28832.999,1159.23615,30055.8045,447766.69,361922.09,267539.055,0,0,803.705,162112.61
16479,307.2266568,6.4054084,,,,,,,,,,,40055.109,75702.515,66939.13,0,0,0,1204.59895,0,6183.71765,22775.564,1207.029535,21186.7995,379710.815,335974.265,217122.875,0,0,0,102890.725
25300,307.2267158,8.935146,,,,,,,,,,,224989.02,213994.8,280091.72,1925.53615,0,5384.9895,0,0,44147.158,25635.465,0,19344.5195,151095.93,182301.73,145653.54,4656.9119,2046.2189,3005.1879,86001.205
19161,307.2477652,7.3324904,,,,,,,,,,,23701.736,25363.7565,19949.164,0,0,0,3221.3086,2626.5147,12152.0905,36965.062,5356.719,24738.085,12206.0755,4139.533,9735.91,3484.91175,3164.84705,1919.46705,11873.395
17878,307.2477857,6.866655,,,,623,1247,[M+H]+,,1,17894,306.2405,33312.2545,103420.375,10808.9495,23440.971,110926.433,98647.635,3322.545,4241.0071,21506.1865,54452.535,4306.656,37113.215,7344.25525,7640.3485,20334.9665,8917.179,6659.48935,13481.316,44041.3325
25474,307.2630015,8.97702,,,,,,,,,,,237607.12,196317.54,223582.54,13076.7885,100066.7325,87350.1,7349.90415,484.49153,180792.2475,233583.91,3111.6033,430934.61,105563.135,157764.265,119633.44,7019.94325,1297.225565,2015.2975,247518.865
25793,307.2630267,9.050601,,,,1387,,,,,,,147770.465,102082.425,193552.595,42395.173,423797.03,252213.02,6681.7285,1082.356375,34537.3455,202770.587,3084.15055,187401.89,72900.392,74551.965,40578.579,11258.292,2156.3206,5196.1145,90508.31
26690,307.2630698,9.279668,,,,,,,,,,,580892.905,354726.01,467545.27,12195.3888,72813.845,31632.1075,20871.93735,3137.33485,65272.615,152602.87,3765.12985,183681.57,85427.041,116072.4475,90213.115,8196.0764,5556.9505,18834.969,166807.78
34810,307.2994676,11.211204,,,,,,,,,,,30447.6025,78568.645,33299.5725,12990.424,74045.8875,39757.0195,0,0,19049.2805,0,0,0,0,0,0,0,0,0,14637.8195
2752,308.1660315,1.6440797,,,,656,,,,,,,0,0,0,0,0,0,0,0,0,295948.98,0,0,849.0666,4191.1111,41910.333,0,0,0,15922.309
10814,308.2221191,4.2258077,,,,,,,,,,,64042.117,94152.275,78999.5225,0,0,34030.082,89.678085,0,1469.67725,71414.07,1678.9378,10955.798,0,2902.46315,1371.3794,2934.34505,2956.46535,5041.56495,14295.9745
24806,308.2946223,8.812905,,,,783,1654,[M+NH4]+,,2,24773;24806,290.26081,97892.845,104712.947,61667.824,84082.665,945409.845,458814.97,7357.8367,460.38718,22569.3625,314957.64,4552.28335,561330.275,16009.38465,28919.2705,24834.3315,18506.0195,17024.2615,37130.7735,146981.01
24372,308.2947089,8.712799,,,,118,1637,[M+NH4]+,,2,24400;24372,290.26088,40832.9705,17114.0195,33778.528,30538.1365,201722.415,105471.842,3404.9905,684.334275,14810.0425,106192.4675,933.22365,298338.225,12838.9385,15990.822,15728.914,9499.14615,8796.62175,20383.0645,41256.257
30307,308.2947908,10.334784,,,,42,,,,,,,249616.14,416827.39,118184.975,15498.817,122244.023,10048.8305,2300.12505,3003.87975,2860.5957,14166.44575,2434.91025,19653.77,9547.5332,19411.9065,15090.0015,9031.5895,7034.06835,9256.1165,56215.27
2108,308.8999284,1.4100672,,,,1757,425,[M+K]+,,2,2108;2106,269.93682,0,0,0,0,0,243668.4,0,0,185475.88,133909.375,0,59729.54,180404.615,213663.37,204002.725,103616.0319,11342.414,247641.23,91798.885
3558,309.0555633,1.8797306,,,,93,512,[M-H+2Na]+,,3,3558;3563;3562,264.08453,0,0,0,0,0,0,220.72516,0,0,6111.1592,225.775985,20329.811,4030.69295,1480.93215,3335.9519,7209.0905,4099.96155,9173.5725,1967.39605
7677,309.0605076,3.3516567,,,,,,,,,,,408957.93,158618.36,265426.685,0,0,0,489.00708,0,12249.2455,21433.4865,579.492925,19114.509,134020.9425,147324.31,138955.445,0,0,0,76285.81
7268,309.0605198,3.2240953,,,,128,,,,,,,551041.1,414720.375,455491.5,98479.5475,254193.05,370016.635,1588.91935,244.48596,415031.8,24424.0295,651.98008,19354.407,23267.242,19692.501,18339.6015,20042.69575,13419.186,32936.555,141315.0475
10214,309.0969699,4.0721116,,,,,,,,,,,4072.92115,5875.30615,156410.51,0,0,0,0,0,0,1537.37765,0,618.6273,1318.80835,1140.5847,0,0,0,0,1672.0254
467,309.1248277,0.7610834,,,,1794,,,,,,,43569.686,17111.8095,70373.85,21446.661,23745.7255,143885.69,4356.8505,11043.6545,158761,143124.055,46233.1385,70804.346,148464.245,134064.702,84381.4455,116314.842,137030.69,128483.235,83045.006
17107,309.1307821,6.6094027,,,,,,,,,,,64369.569,54596.845,76179.775,104846.3075,32932.3415,21732.356,24044.1365,148616.25,28520.9265,56226.173,51576.9005,68816.8555,40990.1475,27027.9675,37763.021,66631.322,78185.375,187833.42,45384.545
7303,309.1321186,3.250774,,,,148,,,,,,,4933.7573,3217.35145,987.5553,0,0,1527.83425,354.59159,846.62325,0,3085.15235,2011.68865,3102.69855,44557.3465,70591.96,88648.0325,380.04035,376.66355,300.91755,19432.7395
3399,309.1445219,1.8284601,,,,,,,,,,,49820.63,31711.374,27535.8935,1110.538,1261.11745,11173.126,0,0,2270.01675,47129.3865,2079.17895,236495.32,1646.48075,3177.5186,0,0,0,0,48398.024
4771,309.1445666,2.2175593,,,,1829,,,,,,,18893.2295,21799.902,7003.2789,4357.39955,11944.812,9648.7588,0,0,1608.7609,30029.225,1942.5314,70020.673,4076.8162,2030.64013,1124.9687,0,0,0,6157.9205
14451,309.1687988,5.484859,,,,,,,,,,,11069.6045,9783.71725,6760.0525,0,0,0,228.133445,0,1441.3008,10147.6905,455.0311,7048.9788,26591.5405,25819.2335,16438.7225,10375.0385,3408.1541,2909.352,11795.2155
23041,309.1823279,8.386728,,,,,,,,,,,56129.9025,36601.8415,16902.6835,3834.96995,0,0,1522.0448,3657.06335,41226.111,21491.3755,3086.05785,16441.0525,249536.225,178238.99,108514.31,16124.8535,7748.012,13475.7825,71247.83
17807,309.2058293,6.8376017,,,,,,,,,,,153455.28,252147.72,146552.02,1524.16,0,131575.145,2537.43595,925.3275,25466.963,42103.074,2470.3115,36576.7015,443114.95,284713.03,331749.015,22708.50775,5810.7363,4681.772,137269.365
10698,309.2060511,4.207318,,,,134,,,,,,,98581.8525,146955.06,94318.8935,0,0,0,173.6118675,63.97966,1551.60105,14600.836,651.591685,8488.7971,50960.16,38274.213,39933.426,3622.07375,196.75135,501.05527,29938.8535
11463,309.2061188,4.4186463,,,,134,,,,,,,49876.585,282363,62534.0815,2427.83545,1728.7842,5046.6878,827.73267,575.42883,8158.88535,19937.257,1003.4302,4533.16395,59757.545,57467.915,71727.3475,4744.97265,1113.9402,1366.04785,13063.3185
9872,309.2271226,3.9958954,,,,2203,882,[M+H]+,,2,9879;9872,308.21989,1242289.55,1492906.9,813460.4,324769.03,978684.3,794559.31,17865.862,11267.079,365130.435,498841.905,53961.149,367786.265,245576.64,354844.97,191376.26,34766.607,30084.71,58647.3175,457928.765
15611,309.2324875,6.0466847,,,,,,,,,,,0,0,0,118715.36,45435.752,0,0,0,0,11709.164,0,0,0,0,0,1781.70397,1116.574115,0,2009.3828
19189,309.2420537,7.3471174,,,,,,,,,,,52300.6185,21716.3965,33101.403,0,0,0,406.72227,197.13553,1406.7296,21244.384,305.7431,7984.0495,137045.565,118172.455,77595.285,0,0,0,45584.382
18383,309.2423448,7.0280747,,,,229,,,,,,,80821.645,122628.452,52243.865,0,0,0,1867.95755,0,24130.466,11925.944,161.757935,18948.312,178041.565,151682.765,113344.9875,0,0,0,62958.268
23527,309.2423771,8.47402,,,,783,1570,[M+NH4]+,,2,23527;23555,291.20812,88204.23,68469.375,63804.915,4801.5175,7683.5615,8210.0775,1993.9943,103.274155,19418.24475,36236.1135,649.776065,17886.50375,91403.49,87555.622,85709.2,2420.2359,751.332225,2021.0745,36317.329
29403,309.278729,10.068305,,,,,,,,,,,98009.265,61873.114,102894.745,0,0,92927.4475,0,701.5855,6522.995,12203.2125,414.63043,4359.8561,10890.1535,17486.3685,4476.5166,14186.453,1183.31305,1899.66675,32186.005
22928,309.2899193,8.355366,,,,,,,,,,,0,0,0,10586.697,25276.579,53173.7165,3039.4129,222.09515,0,36938.2325,257.59465,212441.44,0,0,0,6908.036465,46663.347,53241.0565,19078.521
21794,309.2899798,8.083422,,,,1638,,,,,,,0,0,0,3582.96545,5984.41,27744.165,1984.88265,0,0,29623.142,150.242065,122514.41,0,0,0,3897.32205,18539.92,26343.7885,6591.2126
26484,309.2899991,9.231437,,,,,,,,,,,0,0,0,579.96325,0,0,0,0,0,7399.0105,0,254198.115,0,0,0,0,18222.061,8823.856,11407.32565
25136,309.32636,8.849262,,,,,,,,,,,0,0,0,22366.738,0,0,20134.5595,6546.6641,0,0,8706.90715,0,0,0,0,862.9962,197100.26,10084.776,0
24436,309.3263672,8.74488,,,,,,,,,,,0,0,0,154289.2,3784.9892,0,66905.005,6456.3775,0,0,2932.11595,0,0,0,0,0,186652.625,5038.311,0
3571,310.1494977,1.8855592,,,,93,,,,,,,499.76415,0,0,0,0,0,0,0,11042.181,38440.8675,179.894575,40382.475,43627.78,32660.6405,34997.628,60494.258,76646.1325,102671.3725,18880.972
20634,310.1775122,7.779463,,,,,,,,,,,2871.55125,2549.4285,0,13725.1455,0,2337.54835,7356.7375,17761.3185,0,12426.8625,12721.5175,7760.6665,0,0,0,8739.4005,18597.9085,15855.1615,2869.8355
21127,310.1775886,7.9274554,,,,,,,,,,,5191.0615,25669.1075,53408.67,115446.857,47196.0335,63305.768,68413.415,101296.805,32646.3695,111060.9575,120625.26,72394.195,46846.184,16091.1405,27807.5935,141551.5515,149410.22,114659.547,43537.325
22177,310.1777832,8.170106,,,,,,,,,,,4141.32,0,2000.6404,18474.663,2179.023,10553.316,10325.3165,17426.195,2767.8605,18312.0575,18138.586,15549.22,0,0,0,23101.763,25987.135,18281.834,4743.6525
4478,310.1859433,2.163165,,,,1048,,,,,,,64494.6445,56619.926,55630.8885,141530.445,368275.47,304436.295,2770.3501,0,55298.794,0,0,0,0,0,0,0,0,0,70546.935
19420,310.2350894,7.4554033,,,,,,,,,,,1296041.65,6984.41475,8846.6895,40649.2375,4515.214,27242.965,248416.195,275419.485,44607.7655,234702.685,346711.23,270191.755,125200.935,78364.685,112426.78,459995.125,272089.295,683758.35,155749.125
15199,310.2352167,5.849569,,,,,,,,,,,3234.328,0,1943.1023,0,0,0,41901.5235,30507.7205,9391.8605,36611.248,17314.358,51761.6975,5449.9934,8424.718,8589.54785,69290.753,61166.218,142680.8,15224.9325
31740,310.3102997,10.611402,,,,,,,,,,,2073375.65,2275480.25,1662543.9,363166.735,1369093.8,823851.2,120026.84,25073.8945,466340.845,1163465.3,71797.115,4524756.5,1146677,1119528.8,1186632.7,910724.74,1079434.6,1218341.35,1438159.25
26095,310.3103271,9.1465025,,,,783,,,,,,,2199.747,3677.4905,0,9167.0495,238915.035,57995.484,1892.55315,2892.6029,15928.289,21972.714,1163.5816,45944.138,7863.98485,0,28025.71,1581.20645,2041.0814,4553.105,19352.18
15489,310.3103708,5.984508,,,,2027,,,,,,,31088.142,123039.263,74071.02,59578.971,140073.89,195188.35,0,0,154297.855,0,0,0,0,0,0,666.33325,112.51512,0,45805.7755
32589,310.3104331,10.789976,,,,,,,,,,,752487.425,818227.82,228766.64,219126.625,541976.25,39904.453,19403.861,8157.332,34175.898,50297.864,14197.5135,40130.934,36247.036,47751.459,34528.5065,34336.795,29520.006,41867.125,180109.198
453,310.9125623,0.77229494,,,,1794,161,[2M+K]+,,2,525;453,135.97479,155969.01,7829.7218,37667.389,6895.90475,7906.325,0,2101.39805,3626.5575,0,0,1203.46377,34454.465,0,0,0,0,0,0,0
1354,311.0369346,1.0286667,,,,,,,,,,,0,0,0,0,0,152595.57,0,0,181185.045,434832.095,377.243135,1134441.6,124730.952,204086.18,228159.825,236557.57,69672.961,335466.75,300157.18
1661,311.0371003,1.2015208,,,,1331,,,,,,,0,0,0,0,0,165916.09,0,0,200138.525,420697.97,0,952158.73,183177.115,225293.64,206436.205,161661.7275,21043.2085,330174.865,314159.435
2556,311.0371493,1.5768754,,,,1757,,,,,,,0,0,0,0,0,15029.092,0,0,78700.738,201957.505,203.45067,431306.61,80854.843,95788.925,108735.5325,84849.5215,31972.232,178022.77,133819.63
2247,311.0737548,1.4253811,,,,,,,,,,,8828.97045,17255.592,1517.19495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12352,311.0809793,4.688932,,,,1142,958,[M+H]+,,1,12303,310.07373,0,0,0,0,0,0,125.808595,87.014085,0,0,512.67965,0,0,0,0,19833.10577,2968.5883,1483.305125,0
12084,311.1103498,4.60239,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8540.3352,13028.351,822.13197,0
3883,311.1238392,1.9709991,,,,697,,,,,,,26321.9035,13150.081,12656.5155,0,0,0,0,0,3569.8722,59198.9335,3959.98,53440.994,6173.98315,3014.7079,2803.5001,820.89895,0,0,10242.4895
44655,311.1262299,13.523117,,,,,,,,,,,439249.083,210141.039,5654.658,0,10340.7174,21227.5245,0,0,38934.05,30476.56,4093.86305,63084.7735,76636.44,24437.658,32523.524,2283.31325,24253.54,98940.155,44499.108
45599,311.1262781,13.733743,,,,566,2577,[M+Na]+,,2,45884;45599,288.13714,1756406.45,1214645.65,771290.42,0,750583.25,409801.15,0,0,368916.875,2045278.7,375.82875,724964.4,577437.8,1360040.27,332916.05,386.93145,3800.90575,26792.4315,0
46238,311.1262798,13.880989,,,,789,,,,,,,753793.1,1022036.135,167406.415,119391.645,805219.6,529248.515,139968.7125,513078.9,1186450.6,3491037.1,859727.15,2812196,1318391.15,1107805.97,1222140.5,320663.3125,317455.27,839581.55,1606815.95
14174,311.1467482,5.338782,,,,1564,,,,,,,22772.8085,18593.754,20727.074,868.6228,0,0,645.40188,109.792175,0,30523.9855,2264.70315,27163.7275,7058.4524,14808.8645,2165.8495,2458.843615,845.59525,2767.47935,11839.617
7304,311.1478417,3.252253,,,,148,,,,,,,7604.3275,5949.8913,1840.20375,0,0,0,0,0,0,5545.2088,3267.7585,8281.32435,39276.035,51537.02,256904.02,1077.34825,738.374715,721.03594,23752.6575
6741,311.1479227,2.9913785,,,,,,,,,,,3358.03575,3312.73735,995.5986,0,0,0,79.725885,0,0,2106.6714,3402.33435,10612.369,17045.6215,40357.676,175246.272,85.914825,194.94845,0,18132.7335
16925,311.1482675,6.565806,,,,,,,,,,,0,0,2576.93825,0,0,0,0,0,0,110132.645,0,0,22355.0905,14511.398,0,419.62594,0,266.89565,8723.5175
20987,311.148771,7.8952355,,,,,,,,,,,0,0,0,0,0,0,0,0,0,135524.96,0,0,30002.0735,12307.0355,0,0,0,0,8250.2395
14440,311.1639939,5.485583,,,,258,,,,,,,8628.1195,16096.108,5697.5457,0,0,0,133.96382,0,589.6339,4370.1117,97.22069,2173.6048,123965.895,192314.97,165890.33,0,0,0,38006.1815
23929,311.1641055,8.599271,,,,72,,,,,,,149308.97,247861.145,129839.045,2467.63425,6242.862,8915.02225,2176.7006,436.311435,36310.075,128989.55,1939.1487,47831.379,490715.965,249426.47,308417.99,4211.36075,1822.863,5655.4575,132471.11
18561,311.1852263,7.0870714,,,,818,,,,,,,2282218.6,2433575.5,2496163.9,830343.625,2424032.6,2781109.1,10813.847,8727.0135,2170007.55,34049.3285,9661.495,34365.53,29749.809,21931.114,21733.6385,22985.5545,15542.1405,35792.806,848061.225
17933,311.2004482,6.902792,,,,1341,,,,,,,432850.25,983141.92,470098.48,2435.5,5754.8915,7817.3355,4109.5,0,83448.307,144308.86,1379.7064,31962.6955,449783.935,343080.04,216304.37,466.0353,314.572985,874.083215,226478.175
6271,311.2064262,2.831762,,,,1796,664,[M+H]+,,2,6277;6271,310.1992,156780.71,128534.6275,136015.86,29869.3765,104469.3225,94431.875,1978.8079,357.662995,74722.9425,33743.166,3687.75585,34356.084,12897.36525,15814.694,17003.578,6741.9435,2582.19835,10661.2925,42382.438
15799,311.2214559,6.1275854,,,,1618,,,,,,,300051.035,207198.755,278412.14,0,0,43905.403,274.326965,245.214815,1320.7456,35959.962,0,11503.13375,23627.0255,20420.701,12925.819,41223.008,773.27053,0,40693.511
16075,311.2215028,6.232802,,,,672,,,,,,,170578.505,130141.83,163964.105,0,0,22377.028,153.05015,130.4135,0,24666.03,220.94281,8389.849,14773.847,15198.571,12598.4505,18777.64285,563.20118,532.7049,31284.535
28686,311.2558256,9.849583,,,,,,,,,,,143929.485,134739.635,61411.87,54888.673,282359.515,97621.392,10222.8535,34666.3325,12818.264,70468.4185,40091.7405,46426.51,17467.4015,11288.578,19680.451,41248.49,62563.3905,60070.49,53425.52
27172,311.2559606,9.41183,,,,,,,,,,,157149.26,364819.73,42723.14,74645.08,149153.085,84549.735,7529.9493,14878.6475,51253.801,33685.88,12289.745,46525.9645,14324.8485,5575.8193,11209.3985,64322.8025,82046.02,106987.212,70530.927
28417,311.2560449,9.757787,,,,,,,,,,,56805.634,70902.7755,49956.24,105413.52,211217.875,58517.675,50321.0515,69844.18,20762.546,42830.565,83296.095,31571.1625,22963.4715,22597.3215,23086.869,63857.647,77679.217,78605.572,44648.181
27835,311.2566665,9.596269,,,,,,,,,,,31860.743,32668.82,44592.794,16080,18783.592,18514.1895,38246.0155,78755.1225,26394.231,32615.459,127678.205,13750.73025,23510.101,25978.542,11255.757,44991.1495,44984.5155,45772.09,29541.0615
33871,311.2943931,11.009539,,,,1249,,,,,,,108865.103,58520.678,64532.091,8511.6155,27736.5175,12923.0935,3925.11875,2572.9599,12699.668,30054.6295,3248.67355,12761.673,16011.8305,6417.4246,8192.966,16774.49475,10181.7385,14062.0025,17736.04
5127,312.2015603,2.379765,,,,1173,,,,,,,200844.21,80663.845,109537.4125,3487.0828,2594.9395,2082.5857,4640.1343,2051.6479,40394.3945,44981.264,6714.4335,20727.7615,7643.04165,10412.65675,13967.12,533.85449,741.678385,2854.35975,33910.5765
15657,312.2532165,6.073649,,,,,,,,,,,31307.311,0,0,0,0,1922.36415,7209.25,1770.7761,24586.594,67867.408,7361.9902,111389.3,60595.9685,47414.4075,51584.25,89203.574,41994.695,165475.9,47378.646
20245,312.3259383,7.673133,,,,,,,,,,,501048.455,713009.425,369055.47,294703.665,697760.775,543992.27,17149.888,1510.08945,240784.725,2284.22395,410.45453,20174.112,0,0,0,101035.2165,89859.995,189832.677,239054.675
19565,312.3259466,7.510211,,,,783,,,,,,,417096.875,1799418.5,296689.33,1309578.6,2665812.35,2130532.5,3167.67005,423.37363,1037988.75,0,0,0,0,0,0,2192.6099,3376.2683,0,447825.23
19897,312.3259781,7.5808916,,,,783,,,,,,,430742.19,1276064.35,782946.85,332498,1398062.5,692971.84,8292.351,1432.01395,491032.25,1846.9275,0,18623.9895,0,0,0,0,19881.94,177928.51,509523.315
35269,312.326012,11.307868,,,,,,,,,,,393059.08,225552.845,187029.26,439579.306,3618717.5,58016.541,28575.6425,22579.05,52962.55,131088.75,29069.503,102030.14,88209.1075,111831.272,118135.383,146480.293,52208.4525,124807.96,273268.785
21732,312.3260164,8.046937,,,,,,,,,,,0,6549.12115,2732.25535,30627.391,37922.8315,33331.078,4951.16655,2042.1493,2926.835,2374.4016,401.32026,6534.2556,0,0,0,14168.137,12857.8325,27382.793,5088.42675
34368,312.3260179,11.118026,,,,,,,,,,,392645.14,291976.31,194082.815,2158241.9,765069.72,377609.575,1883297.45,114388.682,36836.0875,97358.57,114789.36,212967.53,86634.685,76244.385,102035.607,73297.8085,121687.822,87563.948,194342.75
33369,312.3260584,10.959225,,,,,,,,,,,168104.975,93962.35,139742.155,93138.9325,357221.92,18888.0945,19040.0575,16068.1595,79640.805,49542.5295,27892.785,43237.756,19434.991,7991.81,23656.3605,82594.283,87828.71,46975.711,72771.055
165,312.8601006,0.6879634,,,,1794,,,,,,,126.956365,159061.29,2308.9712,3293.4559,35972.078,1380.97938,0,0,678.91125,0,644.571165,0,107.126635,0,339.79657,0,149.14401,260.206795,65.63379
4066,313.0920498,2.016047,,,,1711,540,[M-H2O+H]+,,2,4065;4075,330.09529,1688.86555,744.1872,4228.5315,0,0,0,0,0,4783.968,7298.3785,0,8538.038,10424.559,10486.1955,9560.015,9298.49935,6692.79,14217.1885,7020.0979
8563,313.107253,3.6275191,,,,453,,,,,,,5953.5328,10946.0658,3738.1709,0,0,0,0,0,6689.53785,0,0,0,13610.122,13541.5625,77042.59,0,0,0,11812.993
11035,313.1262317,4.315562,,,,,,,,,,,11200.216,14242.2775,22265.437,0,0,0,141.357725,0,0,22857.491,1640.20955,28467.0195,69055.9815,1944320.8,1024818.9,3968.92138,1706.6409,1361.3811,394488.06
8084,313.1433871,3.502902,,,,453,,,,,,,47367.477,112563.748,11203.1445,0,0,0,0,0,10977.9105,787.1672,0,438.0407,57617.5375,47416.966,121199.243,0,0,0,34747.5745
7613,313.1434103,3.3359926,,,,1608,,,,,,,104506.72,175831.12,21689.9345,0,0,0,0,0,793.39915,0,0,0,67261.5265,44215.1425,122267.88,0,0,0,32152.94
11388,313.1434813,4.391402,,,,1522,,,,,,,84561.38,346655.815,72190.08,0,6196.7175,6652.2119,0,0,61410.342,5653.11425,786.72323,5345.49755,97800.588,81739.997,290634.325,0,0,162.583985,79274.075
12749,313.1625776,4.833515,,,,2068,,,,,,,42413.478,35005.8525,37894.423,3875.4065,8339.6493,17877.614,1143.7562,1750.8682,16434.287,64941.5335,4808.895,29723.841,24088.9665,21668.6965,18576.607,4279.6139,3184.0574,4676.00735,27262.3945
14303,313.1627553,5.4097896,,,,,,,,,,,1918.31385,0,0,3895.3405,6904.13915,112017.65,0,0,0,1560.93365,0,689.776,0,1711.01735,0,109606.589,19554.241,3047.4094,13076.893
15682,313.1796647,6.0738416,,,,1096,,,,,,,2482300.5,4482975,2314484.2,17031.305,73312.9275,51576.45,18771.504,3505.1714,378474.22,1818917.15,52878.6885,1180204.7,9423194.5,4066775.25,3550165.15,19204.4012,5671.5737,11049.037,2549624.35
20405,313.1797221,7.7420063,,,,783,,,,,,,192515.655,295319.205,231992.67,1297.5093,0,0,4258.12055,394.33172,87938.57,90079.722,4342.3535,62731.3,815221.75,1427814.1,1044613.75,668.986925,430.07898,376.90935,454916.345
17703,313.1797566,6.7639666,,,,,,,,,,,176024.925,281988.1,239161.95,16026.1705,47532.119,65669.515,2042.60495,851.206415,40394.545,53599.952,1694.97075,26935.6455,498234.46,495407.13,431748.16,688.7552,168.52304,327.780275,260095.155
13212,313.1797596,4.99407,,,,,,,,,,,87978.565,54776.8565,37260.3205,37248.904,131104.775,54828.175,1217.33075,282.249755,13311.0825,37588.195,1636.82425,17251.262,208039.44,260544.185,297382.43,0,0,0,138510.925
21772,313.1798152,8.062051,,,,,,,,,,,207483.75,400467.96,368231.26,3548.88025,6035.6925,9418.1305,3423.17165,2023.11145,183032.16,107117.725,5364.0758,115114.23,916952.975,1091621.05,1046455.175,2156.2432,436.47545,1174.431,466734.08
3724,313.1856829,1.9303077,,,,1042,526,[M+H]+,,2,3724;3713,312.17843,228601.925,201067.795,244867.3,46958.205,155232.875,200354.135,605.41392,70.73919,9179.8625,192049.39,11980.8515,131904.505,7522.425,10556.1485,6512.5635,0,264.30298,0,84717.1
4114,313.1857568,2.018796,,,,33,542,[M+H]+,,3,4119;4125;4114,312.17848,333053.07,321745.56,369343.585,0,1352.71,4893.9755,136.860885,0,5039.64415,281637.54,15081.529,187772.35,4610.4818,4391.69305,2416.8199,0,0,0,79051.4325
14594,313.1982581,5.557317,,,,1490,1062,[M+Na]+,,2,14588;14594,290.2091,39370.2475,143894.765,6945.80325,66321.25,210101.11,176926.45,172.064025,2079.12745,2451.4785,24093.507,911.3506,17413.5895,4296.7745,3965.76785,4478.7254,14817.9155,8340.4065,22226.2005,57133.622
25366,313.2160841,8.949801,,,,783,,,,,,,518949.7,980152.73,736679.425,12700.0555,55036.316,23046.8105,9301.3425,660.778415,273677.35,86189.66,2505.0182,53930.2675,581259,364423.885,202578.925,16479.953,8002.252,20735.134,315246.24
23354,313.2161323,8.470059,,,,783,,,,,,,767354.075,1888722.45,678464.675,10961.811,69479.709,23361.203,8653.2585,505.854485,371198.615,129773.28,1951.5424,55558.4215,596543.45,581690.25,341432.975,11532.2616,4900.2502,11523.3295,365556.18
23250,313.2347499,8.443645,,,,1895,,,,,,,168663.585,228667.27,43988.8785,46428.033,61744.436,51317.05,17930.3085,16855.6415,88045.7675,459992.045,83397.453,289356.83,60919.7,41652.79,37778.989,33449.1495,27961.0645,70405.655,90949.5575
22037,313.235415,8.14316,,,,,,,,,,,29207.089,58036.916,25503.2845,11098.7095,2556.54785,4338.3678,22020.5465,34328.6565,2118.4095,36788.8735,77335.508,34014.444,0,0,0,14845.387,32010.6115,68767.28,6933.138
16041,313.2372001,6.206611,,,,1618,,,,,,,59157.911,55834.028,61007.939,25047.097,46543.09,58807.889,18078.589,17188.426,45315.2305,20423.2455,18542.3935,16175.658,5672.885,12848.3657,13803.466,22911.3555,22756.359,20840.068,28779.449
