row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,A11.mzML Peak area,A16_2.mzML Peak area,A8_2.mzML Peak area,A11_2.mzML Peak area,A8.mzML Peak area,A7.mzML Peak area,A17.mzML Peak area,A17_2.mzML Peak area,A7_2.mzML Peak area,A14.mzML Peak area,A18.mzML Peak area,A14_2.mzML Peak area,A10.mzML Peak area,A18_2.mzML Peak area,A15.mzML Peak area,A15_2.mzML Peak area,A12.mzML Peak area,A12_2.mzML Peak area,A16.mzML Peak area,A10_2.mzML Peak area,A13_2.mzML Peak area,A13.mzML Peak area,pooled_QC_1.mzML Peak area,pooled_QC_2.mzML Peak area,A4.mzML Peak area,A2.mzML Peak area,A2_2.mzML Peak area,A4_2.mzML Peak area,A3.mzML Peak area,A1_2.mzML Peak area,A3_2.mzML Peak area,A1.mzML Peak area,A6.mzML Peak area,A6_2.mzML Peak area,A5_2.mzML Peak area,A9_2.mzML Peak area,A5.mzML Peak area,A9.mzML Peak area
17772,323.1851494,6.824793,,,,,,,,,,,1355.9847,11245.873,208.06787,1523.5309,172.23695,3661.3252,29261.86,29132.992,2455.1433,101890.6,63560.68,49383.93,58229.6,63173.383,95120.55,95192.66,64920.438,61457.55,89526.5,46593.375,99874.62,87118.266,42852.215,42508.74,10867.785,37473.86,28513.508,11859.725,43525.6,54957.523,41767.293,64111.97,43105.043,41094.773,47063.46,34728.508,36237.438,34494.684
23689,323.1980915,8.550782,,,,1799,1583,[M+Na]+,,2,23639;23689,300.20888,356.24084,0,0,479.35056,0,0,0,0,703.5492,103286.25,0,147946.72,4684.4707,0,87546.38,95349.25,8727.527,8273.744,0,3951.8206,174598.12,163251.3,70764.88,68634.01,0,35273.375,30088.02,0,14533.613,35284.04,14873.997,16867.064,0,0,0,0,0,3954.3157
10341,323.2063819,4.1231365,,,,453,901,[M+H]+,,1,10417,322.19917,2209.0654,0,0,2000.403,0,765.88116,244.59775,0,369.41986,14791.807,407.76157,11150.686,21705.646,654.64087,0,0,24669.928,23958.186,1160.6881,19133.787,0,2812.7334,242505.56,248140.33,371455.12,28175.219,30552.74,382327.4,19906.754,9784.469,24169.191,37712.664,1071589.1,977963.7,1332691,2693.9077,1262215.5,5531.2275
10986,323.2065184,4.295752,,,,134,921,[M+H]+,,2,10986;11011,322.19981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23084.025,31307.32,40118.953,0,0,41561.387,0,0,0,0,129742.305,125751.86,143617.2,0,160485.95,0
18535,323.2214696,7.0771527,,,,,,,,,,,813.36285,243.12529,0,2078.3435,0,2567.4453,0,513.98724,3304.177,237765.36,0,233248.38,16550.686,0,333038.75,346139.9,25445.084,23414.643,812.3834,22411.65,289454.22,303706.06,113707.22,108511.49,0,179063.5,146988.95,0,115656.57,122743.12,91837.79,131836.28,3347.5815,0,0,37505.06,0,28520.957
18033,323.2215281,6.9279003,,,,,,,,,,,1363.2021,275.93716,169.92883,1115.8855,136.62997,931.48926,401.30627,255.44681,1596.9021,264527.6,1691.1172,214707.34,47418.734,1464.5659,326035.75,219671.03,50568.434,51723.42,1867.041,51604.65,276852.28,237520.38,98724.58,83881.49,0,135731.83,151819.08,0,90816.42,100766.69,90910.08,120115.79,0,0,0,6801.412,0,4338.9287
16340,323.221581,6.336428,,,,1159,,,,,,,359.95743,164.51064,170.22577,321.90228,0,1112.4365,0,0,1125.4564,198950.02,0,248087.38,13690.744,0,197012.4,202904.03,9684.262,22030.64,594.38556,13821.831,216014.17,246985.27,73667.55,65916.42,0,131808.2,112750.99,0,90347.23,119503.44,111958.695,101416.91,0,0,0,12869.791,0,13233.969
21913,323.2577182,8.1125345,,,,922,,,,,,,1943.0892,4395.3306,2201.8838,1851.5807,1945.2035,2667.8066,0,323.19412,3643.5862,564072.75,0,58246.586,58758.695,360.1749,296469.62,254597.5,37429.453,45467.5,27348.383,50902.438,573949.9,565241.5,191060.25,183835.19,0,107264.51,94788.6,0,89696.125,83856.33,104872.44,153935.62,21571.188,31256.902,0,37154.348,3398.1282,25170.26
23742,323.2579542,8.55364,,,,,,,,,,,2250.015,2087.691,212.54932,1968.5693,220.33186,1380.9617,0,0,867.8386,62738.652,0,96136.414,16056.953,645.53906,27254.807,45306.656,25210.348,52253.71,2771.2617,49929.51,42060.43,18606.842,19508.94,21546.63,1541.3867,65946.8,167699.62,0,140171.03,70048.4,66634.12,53244.445,130471.04,123829.59,0,13173.078,0,15439.501
24545,323.2580047,8.727325,,,,,,,,,,,1368.8246,17156.191,698.6819,1336.0908,613.0875,1489.8921,1637.0007,3030.9636,1227.0889,83450.64,3231.4192,66853.68,45355.33,2179.7007,43320.805,50054.047,45458.918,112775.23,125429.6,46496.527,105072.36,73558.4,33248.066,33363.75,1836.928,83162.94,438483,1359.1448,136131.97,129874.87,118595.56,99288.66,67518.84,37246.785,0,20990.621,0,12652.525
26152,323.2580077,9.156228,,,,331,,,,,,,0,21984.582,0,547.3146,0,924.1947,2188.2383,2396.3054,752.81995,69629.84,4347.9897,232754.8,43446.1,4746.706,49035,57235.305,13953.023,37554.566,113561.336,27535.855,156128.08,60197.59,77224.38,82067.81,0,207617.19,60629.094,1934.3302,66500.39,120052.18,108741.805,113349.82,95424.62,122510.8,3920.4124,29391.582,4008.455,30431.395
29478,323.2580608,10.085006,,,,,,,,,,,0,26172.367,0,0,0,0,3424.2573,3337.4863,0,4139.7285,2443.2998,4141.749,0,2825.334,4397.385,2703.5576,0,0,323639.3,2222.4539,3114.8413,3688.4097,15280.461,6743.798,0,6057.684,6475.551,0,0,10307.092,5322.334,4228.5615,90568.234,82848.49,0,0,0,0
39833,323.3309656,12.459415,,,,286,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.85315,0,26110.732,31381.365,0,9090.54,6611.4883,5490.8345,8297.574,0,1166.6611,0,0,0,0
4902,324.1919142,2.2568946,,,,1048,,,,,,,0,0,0,0,0,0,0,0,0,678.0094,0,0,4569.2036,0,0,0,632.9962,978.9332,0,5580.276,0,0,59666.344,63049.02,36782.027,2967.2725,0,42639.332,3585.3027,1993.634,3048.352,1736.7744,336096.4,161345.45,397367.94,3710.815,393074.25,4274.4863
14923,324.2147484,5.732219,,,,,,,,,,,719.6279,576.1275,1911.3809,2025.7454,1374.8536,9029.512,840.15765,1699.7319,13333.004,0,2487.6782,0,4316.815,2995.9915,35140.652,27498.605,6843.9688,3533.291,2405.588,3823.946,24347.498,21666.676,6501.087,4358.09,0,0,0,0,0,0,0,4209.6055,0,0,0,7861.294,0,7031.312
10088,324.2379913,4.0529485,,,,453,890,[M+NH4]+,,3,10102;10100;10088,306.20419,1417.3302,0,0,561.0495,0,0,0,286.38037,0,7825.7886,0,6912.2104,14674.515,0,0,0,9097.364,9793.822,0,13787.854,0,0,11717.208,6101.542,3713.0825,19053.559,28573.932,0,24493.24,37741.305,23788.812,41230.676,21759.305,13647.577,16776.82,0,26394.494,0
17349,324.2518395,6.680791,,,,,,,,,,,0,7094.2,0,0,0,0,0,655.11945,392.09985,0,91583.86,0,6346.6475,120454.516,0,0,10838.473,9175.416,32336.648,3335.7217,0,0,4331.247,0,3659.4673,0,0,3646.7612,0,0,0,0,0,0,0,3561.0664,0,4492.5913
25525,324.2895918,9.012666,,,,1387,1718,[M+H]+,,2,25550;25766,323.28235,1476.334,397.2472,815.7863,2240.546,988.2621,5870.951,2896.9106,1503.8402,8066.3975,0,8378.62,0,209591.64,1965.9783,14508.582,8575.449,602721.44,1097101.2,2336.8604,576090.9,5663.8994,6584.346,98482.19,80212.2,28558.074,29360.559,21743.004,24315.404,9899.688,8885.206,26778.445,48478.57,116891.06,141177.5,265688.62,14512.9375,250764.38,0
26099,324.289619,9.072736,,,,1387,1718,[M+H]+,,2,26124;25766,323.28235,1772.3362,1782.8323,1015.4835,4892.6587,1306.7974,15099.805,4299.1387,2953.3606,5041.6143,5330.7783,19962.074,0,453274.12,14079.362,11342.174,8575.449,430307.6,83507.61,4583.641,55869.62,5663.8994,6584.346,230030.53,227989.86,123259.03,87341.305,56457.207,83437.984,23693.71,50233.438,23076.924,70727.28,685206.06,728069.7,1416085.5,14512.9375,1217082.4,14778.561
26730,324.2896405,9.2749605,,,,,,,,,,,681.3854,387.8434,0,0,0,2476.067,1055.0753,1841.9503,2292.2231,0,1964.3552,0,79684.7,6568.9263,0,0,214329.45,229830.27,1285.5392,94219.34,0,0,36830.496,35236.836,19166.64,57316.016,27527.676,17509.371,0,20607.703,0,16308.301,89654.91,82247.984,173130.52,0,112777.86,0
6306,325.0553198,2.8855708,,,,1796,,,,,,,0,0,0,0,0,0,0,0,0,25258.037,0,32383.463,1152.3909,0,29683.738,29331.639,979.3469,0,0,0,32448.008,25945.008,14217.207,17196.4,0,32097.094,28785.957,0,67370.766,118515.72,83729.234,115568.305,0,0,0,0,0,0
13567,325.1259983,5.1231866,,,,,,,,,,,0,4968.196,0,0,0,0,17221.71,14041.159,0,0,1026.4714,0,0,1252.2448,0,0,0,0,21688.23,1577.5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532.6328,0,0
43268,325.1418577,13.233014,,,,2071,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9663.07,17650.59,6178.1396,0,0,15362.903,0,0,0,0,190381.14,51490.78,253480.55,53353.734,267115,200064.19
46271,325.1419133,13.892138,,,,,,,,,,,3335.2563,0,0,0,0,2901.3293,3536.6235,2961.1797,1243.8224,84249.7,15407.378,49314.395,30906.277,7364.716,52986,24223.55,42662.727,17752.166,1614.9763,14038.58,26205.693,85860.17,26835.451,27332.791,1768.9211,43192.223,25695.324,2000.2517,39198.85,40133.766,26075.416,81208.805,12228.689,5961.5137,5445.8,34674.93,12911.109,49364.242
7126,325.1755055,3.16754,,,,614,,,,,,,0,0,0,0,121.029724,0,0,0,0,0,0,0,2528.9993,0,0,0,2352.5137,1699.5051,0,1910.0696,0,0,13092.672,17709.03,90254.5,3386.6704,3422.98,89669.36,0,0,0,0,91882.484,95996.28,181832.47,0,168848.4,0
13352,325.2009311,5.036367,,,,,,,,,,,0,273.10156,0,728.54193,0,0,414.2301,501.52737,0,25857.44,401.78302,39899.625,16213.557,358.16522,21157.822,64715.523,4790.457,5468.604,5781.3257,14715.003,30538.023,42706.883,14906.1875,73484.72,0,190293.58,180841.22,1175.0836,88069.25,89174.16,149649.19,74668.58,2514.7625,1985.0826,2611.1304,5520.4683,2264.0513,5001.0645
22394,325.2139094,8.231876,,,,783,,,,,,,1312.2633,979.02045,2271.0664,1801.7556,1875.282,8295.246,0,369.773,8803.771,196627.52,0,178346.17,17513.86,0,37818.566,61256.37,19675.514,15117.6875,2549.8267,11245.549,708339.9,668344.1,103356.73,204363.55,0,218947.62,305949.75,0,165062.78,142022.94,155660.14,191527.23,0,1928.1448,0,284464.12,0,377068.34
26964,325.2155833,9.3372555,,,,1797,,,,,,,0,0,0,0,0,0,0,0,0,21841.66,1562.7405,46206.793,21785.492,1852.4454,22915.549,30331.375,15234.668,9291.918,2344.2573,10748.071,17766.875,53998.344,86797.9,44937.97,0,181726.62,147530.02,1382.0701,146380.03,148906.81,193237.53,148375.86,0,0,0,80072.59,4261.6455,80420.4
18586,325.2159355,7.098884,,,,,,,,,,,0,0,0,0,0,686.0863,0,0,534.1084,7058.04,0,12943.138,2099.7625,0,11910.937,10956.021,3410.1162,0,0,2670.8892,5460.8994,12087.998,35041.375,34065.69,0,152922.73,168644.95,0,180509.56,213059.73,171369.42,212266.28,0,0,0,54975.016,0,60510.516
19170,325.2159569,7.3348455,,,,,,,,,,,333.52835,0,261.3012,498.64642,237.42128,4235.768,0,0,3802.1208,37993.297,0,51498.574,12968.877,0,18846.463,17330.541,8294.766,11249.842,0,15543.443,42030.516,17035.215,138482.6,222820.73,0,1194361.2,1295823.9,0,1248960.8,1318284.9,1232366,1301182.1,0,0,0,565015.5,0,530415.9
7329,325.2220033,3.2317674,,,,1887,737,[M+H]+,,2,7361;7392,324.2148,2524.0278,1100.1648,110.07745,5135.826,157.98845,1651.8151,1737.9458,976.2228,1581.2756,13509.976,2991.5088,16242.688,44547.098,3182.519,12151.505,12119.474,44176.46,45484.824,10265.764,41294.273,13228.037,11125.221,55561.47,54085.07,44569.832,148156.64,156347.48,41334.227,146564.75,198462.7,166008.14,178562.05,180734.84,194249.89,209847.34,86730.766,232635.03,86160.13
10672,325.2274497,4.1876655,,,,134,,,,,,,476.2492,1028.5457,1008.87836,761.10114,1013.8876,3868.499,1834.6548,1588.2566,3905.3452,42651.453,3920.5535,44238.53,13637.745,3784.9124,24519.834,27864.71,18169.465,18074.695,7359.2705,16689.996,33003.85,32769.61,581168.6,613773.6,850712.8,1112858.6,915875.1,843166.1,1076114.9,1696865.2,1084633.1,1488470.5,1669569.2,1522546.4,1999286,298300.1,2057938.8,285528.3
26599,325.2355256,9.241973,,,,783,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2207.8232,815.40186,0,0,0,0,0,1934.7549,0,0,33439.76,26077.395,182026.4,0,5273.8877,185255.3,0,0,0,4517.0356,241656.3,259517.28,393305.84,83385.266,392969.34,108778.195
16462,325.2372591,6.3899293,,,,,,,,,,,253.21265,0,0,674.08234,0,3267.893,0,0,2611.6467,509787.84,0,521948.7,10584.107,0,365084.28,337003.6,13211.48,10373.903,0,11166.61,497862.12,552943.2,174186.03,142469.48,0,34828.984,28597.559,0,31780.666,48349.273,45552.996,53371.99,0,0,0,6417.5586,0,6876.8794
29117,325.256079,9.962147,,,,1977,,,,,,,0,2410.514,0,1076.4585,0,995.2759,0,929.00183,0,734847.3,793.3655,166550.16,444672.53,934.94775,652743.7,638929.8,81825.79,86387.47,30865.256,345952.97,473328.06,54211.074,389929.16,402807.84,0,1358885.2,1373091,0,874344.1,864988.9,1065574.4,975756,0,0,4382.229,15852.912,8838.807,7031.329
29953,325.2714153,10.253213,,,,,,,,,,,17756.41,17472.77,8500.231,13716.672,10384.567,7493.3984,26078.602,30143.02,8965.507,19053.016,50982.95,10042.295,43668.074,61359.625,16368.732,8450.557,37359.812,36927.055,64755.22,56769.746,17429.156,15915.927,33999.36,40917.36,12906.207,121128.516,178300.88,13767.207,74601.6,170838.89,48330.11,218202.6,251918.66,10075.744,54939.94,13185.979,42689.25,10943.607
30321,325.2717077,10.308009,,,,1910,,,,,,,6142.8994,16571.592,2762.8582,0,0,0,24737.176,1383.8427,0,8502.682,0,8828.775,13220.877,0,11697.661,8450.557,13090.403,8986.268,63591.664,22672.777,8278.045,10712.634,99134.62,113538.34,5740.6753,32086.225,28685.324,4016.2568,35576.434,56762.156,52322.5,0,982907.3,1048732.2,0,7851.07,33383.734,10943.607
23507,325.2736072,8.469609,,,,783,,,,,,,0,958.5821,0,522.0233,0,585.3303,0,0,662.0271,8884.5625,0,0,7670.422,0,0,6056.584,6495.367,12839.183,16383.266,7941.543,0,0,10130.318,4504.875,0,20404.637,16433.416,0,30258.496,29548.25,23260.531,12754.525,128346.55,135206.81,0,0,0,4305.0073
4269,326.1709905,2.0698411,,,,,,,,,,,9088.978,0,0,6503.1606,0,0,0,0,0,1465.0505,0,1222.9849,197013.27,0,1206.5227,1100.0201,136307.7,133377.14,1164.529,164188.8,1596.393,2134.0857,17359.225,18200.236,0,3163.848,4931.2104,0,2915.9658,8103.3916,3461.4697,8902.037,0,0,0,0,0,0
7044,326.2074395,3.119193,,,,1750,,,,,,,741.12994,0,0,564.52155,0,0,0,0,0,0,0,0,75055.72,0,0,0,10647.967,19656.684,0,82089.766,0,0,5303.5874,3205.4277,0,3035.0586,2406.5862,0,0,11204.533,0,9838.639,0,0,0,0,0,0
1466,326.2171592,1.0659751,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43506.17,64099.086,40350.12,182324.25,135286.34,42797.32,184529.06,167319.81,176053.4,168352.56,476207.3,263972.2,167325.75,130621.305,209635.6,138417.53
2454,326.2172322,1.5394608,,,,162,,,,,,,0,0,860.2656,0,0,1214.6973,0,0,1216.1163,6130.9697,0,6366.205,0,0,0,0,0,0,0,0,1662.0835,0,1438131.1,1590320.9,1355242,644319.4,653944,1354359.5,712669.1,319851.78,695019.06,312991.12,1.47E+07,1.32E+07,5928669,1136436.2,6279674.5,1038792.3
1784,326.217262,1.280265,,,,1206,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77179.19,124385.08,59729.293,91791.82,0,70377.73,218426.25,193174.69,206937.4,186768.36,900149.9,547412,328954.47,151349.7,338883.94,123346.83
3619,326.2172841,1.8998725,,,,343,,,,,,,269.5883,0,0,524.0735,0,746.1333,0,0,151.90988,14374.6875,0,13858.258,28529.504,0,11841.415,12244.173,20977.527,24947.977,0,32201.252,17211.6,18246.92,176070.47,186504.42,155066,40339.195,37124.89,130978.48,61612.67,65543.75,65536.99,63354.14,1199309,1055689.8,459896.5,97361.266,486140.7,109713.57
1898,326.2172857,1.3174522,,,,2028,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78503.09,105057.71,29479.455,127127.625,122637,0,168138.22,65081.555,115142.61,152441.39,842245.8,881987.1,201034.27,140620.1,125371.92,153369.38
6511,326.2173328,2.912136,,,,,,,,,,,471.68518,770.073,159.55682,445.4029,236.19937,647.4331,1598.4628,755.0951,823.372,2420.6802,1798.5778,0,4883.388,1128.1438,1948.6047,2374.8435,5061.4355,6490.6597,1296.1926,4047.837,0,4065.7705,31551.914,36986.746,21590.729,24380.074,23783.535,17724.242,27526.998,429403.47,26633.957,615012.9,47053.496,43163.55,85746.4,6722.9917,78917.33,8326.647
10438,326.2311742,4.182839,,,,134,,,,,,,11761.274,178.22882,69.36689,12566.722,92.59515,744.3236,0,218.47784,627.41846,9305.406,710.6521,6966.1797,27909.281,606.6822,3787.6426,4057.0103,27921.174,14071.846,1681.7025,38777.61,4698.8,5157.5884,115255.61,151361,160884.92,234034.95,194388.28,172955.88,217801.25,363187.88,252498.2,331624,342170.72,311827.03,376121,69089.6,359402.03,59608.66
15063,326.2324491,5.7780046,,,,,,,,,,,22767.066,0,228.56108,24195.766,0,0,346.02966,383.24017,0,0,960.7191,0,105270.52,1432.3746,0,0,41183.64,39988.316,1330.5969,98836.22,0,0,11186.081,14351.754,0,42871.44,45259.832,0,33387.285,64504.305,36926.207,65852.945,0,0,0,0,0,0
15316,326.2324885,5.91923,,,,,,,,,,,14022.197,1301.5693,0,13116.807,0,523.0481,676.9814,740.15857,440.2303,0,1785.7059,0,62451.426,2165.4854,9920.874,4310.8926,14198.094,26951.285,9030.704,71235.42,5691.8037,5885.417,3552.0933,6382.162,0,18760.34,21982.73,0,32236.623,70279.266,42604.418,23506.723,0,0,0,0,0,0
9861,326.2326541,3.9990702,,,,,,,,,,,74270.31,0,651.4378,85950.914,761.7265,0,459.98294,590.5305,0,2405.5615,1342.7504,2304.2288,340662.25,833.8988,0,0,144985.92,142947.6,1816.4834,445852.1,2487.079,0,53201.684,55830.586,0,217696.73,224931.45,0,147153.11,351110.22,168817.56,331187.8,0,0,0,0,0,0
27259,326.3052844,9.436527,,,,1762,1804,[M+H]+,,1,27317,325.29805,2681.1018,2594.019,540.43854,3049.8062,877.7129,7379.644,2983.3057,3867.5718,8705.955,4695.0156,9799.773,0,42817.3,11019.483,15147.777,6745.064,191483.53,189566.1,6678.4814,126080,5309.917,3346.6497,31612.31,33716.3,48724.234,16341.576,10689.733,25707.684,32557.31,32739.676,10354.953,36276.04,30654.826,30644.852,150952.98,6659.4775,157830.03,9047.14
15932,326.3053027,6.200832,,,,1618,,,,,,,0,459.95483,0,0,0,0,2040.0491,1306.0864,0,0,3764.8718,0,0,6032.078,0,0,0,0,4661.632,0,0,0,16387.828,16024.707,33509.504,53180.973,60084.777,38290.426,8910.243,3355.0425,16664.137,3546.316,127114.33,141259.7,110017.836,87623.55,86110.266,83845.766
36551,326.3417453,11.610041,,,,,,,,,,,30713.496,2454.1765,0,0,3327.5396,3050.6965,32559.242,2003.4462,0,11922.905,28751.99,0,24861.812,917.6798,15275.531,0,20445.312,0,33380.812,0,0,17302.041,0,0,3849.6333,6939.0547,0,0,3383.8132,5997.5967,0,14215.801,2565.685,0,2513.4487,0,3120.5303,0
21229,326.3780515,7.9499264,,,,783,,,,,,,90475.34,44525.918,29263.215,90574.4,32369.078,195130.36,133757.3,123437.2,193282.75,189141.55,209762.36,172075.05,105301.75,191401.58,88797.82,108841.164,172762.34,166236.36,250463.05,117870.016,126990.72,132245.22,257604.11,276496.44,150445.11,773926.25,666024.5,137974.12,928246.06,367345.28,908266.8,417485.8,290554.84,284828.7,302423.53,1076859.6,285836.94,1031937.44
1203,326.9943743,0.994005,,,,1689,,,,,,,9076.05,0,15352.311,13979.371,11251.028,6244.0146,0,0,6013.9277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76314.35,128402.62,121346.05,56640.793,31008.14,3519.1348,16058.262,4598.122,0,0,518217.12,0,256344.67,0
1353,327.011045,1.0261983,,,,180,,,,,,,0,556198.5,0,1805.509,0,0,545167.6,415908.7,0,2003972.8,2568600.8,1724925.6,2391676.5,2417506.5,1805155.6,1819221,1994801.2,1866320.2,1202368.1,2188457,992608.3,1147323.8,1358710,1296635.6,0,0,0,0,0,0,0,0,1484684.9,1249076.4,0,1433775.6,0,1669837.8
1697,327.0111077,1.2117354,,,,1518,,,,,,,0,59543.887,0,0,0,0,183978.83,128299.5,0,1891274.8,2200887.8,1840537.9,1980475.1,2166142.5,1552037,1564167.2,1596019.5,1624171,1178178.9,1885206.1,1388951,1279876,1197100.5,1090890,0,0,0,0,0,0,0,0,1412899.6,1228668.4,0,1608399.1,0,1498634.2
2272,327.0112032,1.4623725,,,,,,,,,,,0,60464.047,0,0,0,0,98282.555,54438.895,0,320573.06,582962,354686.62,894310.7,472365.16,321703.94,328972,780634.9,356278.12,277471.12,405457.9,232203.52,240828.95,288914.3,251399.62,0,0,0,0,0,0,0,0,209492.3,230620.36,0,241175.77,0,349112.78
2379,327.0112265,1.4984913,,,,1757,,,,,,,0,46230.17,0,0,0,0,112688.984,44627.254,0,404334.97,1215692.9,364682.8,544237.9,1326599.9,690197,731158.75,428156.7,778390.6,631333.75,838927.25,304673.9,321200.3,301477.88,181330.77,0,0,0,0,0,0,0,0,154281.77,170540.88,0,203021.1,0,389639.62
23406,327.0780564,8.481077,,,,,,,,,,,9971.889,7346.047,3038.4033,9854.3125,2784.503,7750.904,11422.232,10837.366,10450.309,47104.258,14688.0205,44296.97,129906.414,16958.117,51671.7,47748.855,80885.94,76896.66,41937.21,152378.23,33444.953,36722.734,112184.78,113105.42,47709.086,368119.12,370792.16,49347.508,362503.2,325264.62,340559.5,305698.2,78618.055,92274.125,126935.97,225670.06,117611.39,220861.61
46268,327.1002439,13.887682,,,,1450,2595,[M+K]+,,2,46268;46227,288.13717,12240.031,0,7530.042,14117.331,8665.809,0,7453.0127,4802.2817,3279.5923,1202.3538,13945.57,18444.428,70484.33,17385.943,8174.906,18015.842,35342.836,55529.28,9165.131,82699.26,35351.15,13260.993,11325.762,24688.629,0,2428.6301,20768.895,1504.9963,2364.602,19916.854,3673.4258,11315.5625,3023.6309,21713.404,18949.414,19602.38,8459.008,7681.925
13077,327.1417297,4.9277368,,,,995,,,,,,,310.41962,507.67896,0,388.3833,0,0,347.48907,0,0,373666.56,330.0414,374595.56,9276.657,540.4353,219802.14,212416.98,7985.403,9853.723,5806.293,10154.628,16715.37,11419.942,60229.215,59561.086,0,2020.0569,0,1561.7832,3716.5203,0,0,3050.0103,0,0,0,0,0,0
14196,327.1421328,5.348326,,,,,,,,,,,0,2221.7886,0,0,0,0,0,189.06146,0,0,25726.39,0,0,25827.947,0,0,0,0,12451.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16671,327.159028,6.4636426,,,,1255,,,,,,,1384.2087,0,393.5008,1545.8931,270.52292,2181.6018,0,0,1897.316,251457.03,0,251500.39,69741.85,2113.9958,234000.05,252424.19,29643,27503.945,2267.309,69676.664,406124.1,324806.75,152369.19,125409.336,3770.9038,142967.08,158390.14,6965.5063,82992.19,89487.28,80109.66,110819.266,17067.006,8063.4766,9335.305,19604.977,10079.862,22577.871
10478,327.1591365,4.1510715,,,,,,,,,,,0,0,0,331.7463,0,0,0,0,0,143095.72,453.29272,208529.38,2441.3735,0,708998.2,607987.9,1306.5325,2461.7825,0,3846.5068,184816.66,163402.47,164076.48,142029.81,0,460851.34,443102,0,116958.66,333094.44,113731.21,322070.75,0,0,0,57922.957,0,63861.16
8057,327.1591853,3.492722,,,,,,,,,,,0,0,0,0,0,0,0,0,0,115541.92,0,98729.84,0,0,203123.17,171448.89,0,0,0,0,96321.72,102208.67,95980.95,95657.72,0,1206183.5,794963.7,0,87720.56,985931.5,106888.16,1275265.4,0,0,0,5931.3564,0,4220.034
8347,327.159288,3.5674386,,,,2120,,,,,,,0,0,0,175.51456,0,0,0,0,0,68336.05,0,89915.86,610.5896,0,134048.84,152799.19,507.97186,0,0,0,64461.656,60736.684,113308.35,135721.08,0,1337567.9,1411431.2,0,153131.98,1129744.4,156318.27,1367351.9,0,0,0,11367.43,0,10982.083
19286,327.1952904,7.3830333,,,,14,,,,,,,8936.781,3274.8325,1301.4229,8891.164,1133.1389,8849.818,6916.9062,7931.9487,8074.6797,363639.56,13891.293,444002.75,243152.42,17401.246,261479.16,289467.38,116382.086,117646.6,25479.203,215969.1,522938.47,516265.38,207016.19,202188.84,22608.322,547619.5,570421.25,21508.016,387672.78,332409.53,319603.12,326890.12,26778.86,34984.96,79326.836,163262.53,75439.56,153743.08
5502,327.2011709,2.5504308,,,,1749,,,,,,,12870.525,2774.311,2823.6973,15941.612,2931.9202,6073.1865,6525.013,4856.934,5672.298,55768.805,8971.477,59362.195,108805.016,12626.754,91885.83,81833.445,116494.57,110873.26,15463.985,105968.51,138776.92,146834,102833.07,88913.39,54403.465,158171.84,147310.33,55344.836,108023.875,204626.38,118104.44,205874.98,117859.7,121827.09,77155.375,82987.07,138466.33,85053.23
5156,327.2012005,2.3484156,,,,344,589,[M+H]+,,3,5054;5156;5063,326.19397,491652.2,59789.227,44311.707,509734.38,39590.55,151624.34,176327.9,176589.12,162597.44,1992669.4,447053.38,1549114.9,4055523.2,478122.88,3590243,98387.74,4040252,3803561.2,424851.4,3966936.2,5832829.5,5636158,3291366.8,116089.766,1894427,5291085,4954916.5,1918672.5,4848445.5,7209815.5,4830484,7625315,4329378,152261.66,4650601,2459411.2,6121809.5,2519781.2
5962,327.2012108,2.7269921,,,,1575,,,,,,,5028.7812,1443.7208,1265.8638,4187.675,1940.0116,3425.462,1927.5914,2040.2471,2961.0427,20603.623,7290.786,13997.959,47461.11,4918.409,33302.426,31779.088,35174.887,33705.023,6668.5796,40253.78,52298.32,49961.13,35250.49,29136.854,11263.432,64208.066,55593.348,13763.186,47717.727,79304.99,53965.45,90656.43,39939.746,35046.246,52805.84,30609.9,46126.41,27622.389
26577,327.2308466,9.239428,,,,783,,,,,,,500.06628,2940.8833,407.13702,0,438.11624,0,2381.96,1830.9409,0,112614.5,5307.269,108752.83,67682.67,4815.458,31248.566,22063.742,9566.65,13860.493,9057.658,84808.78,52544.26,63203.71,108135.63,106932.34,0,314397.72,244806.69,2882.7043,194149.73,199269.11,234460.69,182840.92,0,0,4462.628,70837.54,0,80742.07
